cd_corrida,is_carga_alta_carregamento_1,is_carga_alta_carregamento_2,qt_segundos_duracao_parada_carregamento_1,qt_segundos_duracao_parada_carregamento_2,is_carga_alta,qt_segundos_parada_carga_alta
O0247,0,1,0,1230,1,1230
O0549,0,0,0,0,0,0
O1287,0,0,0,0,0,0
O1363,0,0,0,0,0,0
O1409,0,1,0,95,1,95
O1429,0,0,0,0,0,0
O1657,0,0,0,0,0,0
O2160,1,0,121,0,1,121
O2570,0,0,0,0,0,0
O2616,0,0,0,0,0,0
O2659,0,0,0,0,0,0
O2879,0,0,0,0,0,0
O2992,0,0,0,0,0,0
O3052,0,1,0,421,1,421
O3172,0,0,0,0,0,0
O3812,0,0,0,0,0,0
O4349,0,0,0,0,0,0
O4356,0,0,0,0,0,0
O4904,0,0,0,0,0,0
O5311,0,0,0,0,0,0
O6030,0,1,0,102,1,102
O6194,0,0,0,0,0,0
O6438,0,0,0,0,0,0
O6481,1,0,408,0,1,408
O6490,1,0,43,0,1,43
O6548,0,0,0,0,0,0
O6674,0,0,0,0,0,0
O6827,0,1,0,68,1,68
O6828,0,0,0,0,0,0
O7018,1,0,128,0,1,128
O7228,1,0,72,0,1,72
N9858,0,0,0,0,0,0
N9869,0,0,0,0,0,0
N9974,0,1,0,188,1,188
O0139,1,0,296,0,1,296
O0489,0,0,0,0,0,0
O0509,0,0,0,0,0,0
O0513,0,0,0,0,0,0
O0708,1,1,137,118,1,255
O0848,0,1,0,90,1,90
O0929,0,0,0,0,0,0
O0950,0,0,0,0,0,0
O1239,0,0,0,0,0,0
O1370,0,0,0,0,0,0
O1744,1,1,716,398,1,1114
O2189,1,0,298,0,1,298
O2755,0,1,0,145,1,145
O2932,0,0,0,0,0,0
O3026,0,0,0,0,0,0
O3059,1,0,91,0,1,91
O3129,0,0,0,0,0,0
O3828,1,0,75,0,1,75
O3959,1,0,181,0,1,181
O4396,0,0,0,0,0,0
O4400,0,0,0,0,0,0
O4464,0,0,0,0,0,0
O4526,0,0,0,0,0,0
O4577,0,0,0,0,0,0
O4664,0,0,0,0,0,0
O5245,0,0,0,0,0,0
O5985,0,1,0,177,1,177
O6224,0,0,0,0,0,0
O6229,0,0,0,0,0,0
O6787,0,0,0,0,0,0
O6945,0,1,0,283,1,283
O7062,1,0,447,0,1,447
N8933,0,0,0,0,0,0
N9422,0,1,0,227,1,227
N9426,0,1,0,173,1,173
N9449,0,0,0,0,0,0
N9659,0,0,0,0,0,0
O0442,0,1,0,325,1,325
O0487,0,0,0,0,0,0
O0526,0,0,0,0,0,0
O0557,0,0,0,0,0,0
O0583,0,0,0,0,0,0
O0766,0,1,0,321,1,321
O0772,0,1,0,177,1,177
O0883,1,0,67,0,1,67
O0925,0,0,0,0,0,0
O1286,0,0,0,0,0,0
O1640,0,0,0,0,0,0
O1963,0,0,0,0,0,0
O2591,0,0,0,0,0,0
O2626,0,0,0,0,0,0
O2688,0,0,0,0,0,0
O2699,0,1,0,65,1,65
O4357,0,0,0,0,0,0
O4670,0,0,0,0,0,0
O4767,0,1,0,35,1,35
O5006,0,0,0,0,0,0
O5009,0,0,0,0,0,0
O5957,0,0,0,0,0,0
O6093,1,0,445,0,1,445
O6778,0,0,0,0,0,0
O6856,0,0,0,0,0,0
O6964,0,0,0,0,0,0
O7101,1,0,76,0,1,76
N8948,0,0,0,0,0,0
N9333,0,1,0,540,1,540
N9813,0,0,0,0,0,0
O0039,0,0,0,0,0,0
O0564,0,0,0,0,0,0
O0595,0,0,0,0,0,0
O0844,0,1,0,561,1,561
O1250,0,0,0,0,0,0
O1617,0,0,0,0,0,0
O1726,0,0,0,0,0,0
O1743,1,0,1039,0,1,1039
O2232,1,0,113,0,1,113
O2652,0,0,0,0,0,0
O2729,0,0,0,0,0,0
O2870,0,0,0,0,0,0
O2899,1,0,115,0,1,115
O2970,0,0,0,0,0,0
O3017,0,0,0,0,0,0
O3069,1,0,66,0,1,66
O4722,0,0,0,0,0,0
O4934,0,0,0,0,0,0
O4968,1,0,126,0,1,126
O5585,1,0,388,0,1,388
O5708,0,0,0,0,0,0
O5940,0,1,0,160,1,160
O5944,0,1,0,279,1,279
O6328,1,1,366,409,1,775
O6513,1,1,92,60,1,152
O6526,0,0,0,0,0,0
O6652,0,0,0,0,0,0
O6711,0,0,0,0,0,0
O6842,0,0,0,0,0,0
N9009,0,0,0,0,0,0
N9337,0,1,0,364,1,364
N9680,0,1,0,326,1,326
O0702,0,1,0,140,1,140
O0791,0,0,0,0,0,0
O0945,0,0,0,0,0,0
O1417,0,0,0,0,0,0
O1430,0,0,0,0,0,0
O1448,0,0,0,0,0,0
O1932,0,0,0,0,0,0
O2060,1,0,132,0,1,132
O2294,0,0,0,0,0,0
O2693,0,0,0,0,0,0
O3602,0,0,0,0,0,0
O4097,1,0,565,0,1,565
O4263,0,0,0,0,0,0
O4863,0,0,0,0,0,0
O4879,0,0,0,0,0,0
O4889,0,0,0,0,0,0
O5020,0,0,0,0,0,0
O6536,0,0,0,0,0,0
N8997,0,1,0,193,1,193
N9336,0,0,0,0,0,0
N9583,0,0,0,0,0,0
N9606,0,0,0,0,0,0
O0470,0,0,0,0,0,0
O0538,0,0,0,0,0,0
O0905,0,0,0,0,0,0
O1271,0,0,0,0,0,0
O1386,0,0,0,0,0,0
O1634,0,0,0,0,0,0
O1769,0,0,0,0,0,0
O1998,0,0,0,0,0,0
O2555,0,1,0,100,1,100
O3807,1,0,184,0,1,184
O4151,1,0,458,0,1,458
O5784,0,1,0,113,1,113
O6184,0,0,0,0,0,0
O6773,0,0,0,0,0,0
O6797,0,0,0,0,0,0
O7169,0,1,0,677,1,677
N9148,0,0,0,0,0,0
N9421,0,1,0,739,1,739
N9634,0,0,0,0,0,0
N9847,0,0,0,0,0,0
N9935,0,0,0,0,0,0
O0574,0,0,0,0,0,0
O0866,1,1,176,143,1,319
O0882,0,0,0,0,0,0
O1285,0,0,0,0,0,0
O1432,0,0,0,0,0,0
O1787,1,0,237,0,1,237
O3167,0,1,0,506,1,506
O3754,0,0,0,0,0,0
O4535,0,1,0,29,1,29
O4593,0,0,0,0,0,0
O4683,0,0,0,0,0,0
O4703,0,0,0,0,0,0
O5327,0,1,0,113,1,113
O5809,1,0,307,0,1,307
O6342,0,0,0,0,0,0
O6525,0,0,0,0,0,0
O6543,0,0,0,0,0,0
O7102,1,0,21,0,1,21
N8985,1,0,319,0,1,319
N9364,0,1,0,101,1,101
N9386,0,1,0,255,1,255
N9515,0,0,0,0,0,0
N9599,0,0,0,0,0,0
O0281,0,0,0,0,0,0
O0516,0,0,0,0,0,0
O1348,1,0,186,0,1,186
O1364,0,0,0,0,0,0
O1385,0,1,0,820,1,820
O1408,0,0,0,0,0,0
O1416,0,0,0,0,0,0
O2293,0,0,0,0,0,0
O2893,0,0,0,0,0,0
O3267,0,0,0,0,0,0
O3275,0,0,0,0,0,0
O3624,0,0,0,0,0,0
O3788,0,0,0,0,0,0
O3813,0,0,0,0,0,0
O4630,0,0,0,0,0,0
O4852,0,0,0,0,0,0
O4900,0,0,0,0,0,0
O5709,0,0,0,0,0,0
O5763,0,0,0,0,0,0
O5943,0,1,0,165,1,165
O5995,0,1,0,82,1,82
O6085,0,1,0,191,1,191
O6680,0,1,0,95,1,95
O6771,0,0,0,0,0,0
O6904,0,0,0,0,0,0
O6919,0,0,0,0,0,0
O7293,0,1,0,264,1,264
N8898,0,0,0,0,0,0
N9549,0,0,0,0,0,0
N9762,0,1,0,310,1,310
O0096,0,1,0,72,1,72
O0108,0,0,0,0,0,0
O0546,0,0,0,0,0,0
O0874,0,0,0,0,0,0
O1431,0,0,0,0,0,0
O1619,0,0,0,0,0,0
O2671,0,0,0,0,0,0
O2878,0,0,0,0,0,0
O3283,0,0,0,0,0,0
O3611,0,0,0,0,0,0
O4555,0,0,0,0,0,0
O4662,0,0,0,0,0,0
O4975,0,0,0,0,0,0
O5503,0,0,0,0,0,0
O6016,0,0,0,0,0,0
O7237,0,0,0,0,0,0
O7282,0,1,0,163,1,163
N9249,0,0,0,0,0,0
O0063,1,0,43,0,1,43
O0424,0,1,0,129,1,129
O0515,0,0,0,0,0,0
O0690,0,1,0,371,1,371
O1004,0,0,0,0,0,0
O1896,0,0,0,0,0,0
O1997,0,0,0,0,0,0
O2010,1,0,137,0,1,137
O2710,0,0,0,0,0,0
O2934,0,0,0,0,0,0
O6518,0,0,0,0,0,0
O6575,0,0,0,0,0,0
O6634,0,0,0,0,0,0
O7052,0,1,0,77,1,77
O7286,0,1,0,133,1,133
N8949,0,0,0,0,0,0
N9701,0,0,0,0,0,0
N9844,0,0,0,0,0,0
O0099,0,1,0,255,1,255
O0253,0,1,0,121,1,121
O0494,0,0,0,0,0,0
O0501,0,0,0,0,0,0
O1146,0,1,0,67,1,67
O1223,0,1,0,137,1,137
O1452,0,0,0,0,0,0
O1811,0,1,0,224,1,224
O2057,0,1,0,364,1,364
O2644,0,0,0,0,0,0
O2666,0,1,0,70,1,70
O3205,0,1,0,112,1,112
O3268,0,0,0,0,0,0
O4619,0,0,0,0,0,0
O4641,0,0,0,0,0,0
O4646,0,1,0,102,1,102
O4652,0,0,0,0,0,0
O6781,0,0,0,0,0,0
N9138,0,0,0,0,0,0
N9191,0,0,0,0,0,0
N9321,0,1,0,273,1,273
N9385,0,1,0,91,1,91
N9709,0,1,0,158,1,158
O0520,0,0,0,0,0,0
O1154,0,0,0,0,0,0
O1238,0,0,0,0,0,0
O1449,0,0,0,0,0,0
O1622,0,0,0,0,0,0
O1901,0,0,0,0,0,0
O2787,0,1,0,314,1,314
O2831,0,0,0,0,0,0
O3572,0,0,0,0,0,0
O3615,0,0,0,0,0,0
O3883,0,1,0,79,1,79
O4425,1,0,839,0,1,839
O4573,0,0,0,0,0,0
O4621,1,1,603,169,1,772
O4913,0,0,0,0,0,0
O6298,0,0,0,0,0,0
O6739,0,0,0,0,0,0
O6775,0,0,0,0,0,0
O6808,0,0,0,0,0,0
O6818,0,0,0,0,0,0
O6855,0,0,0,0,0,0
O7085,0,1,0,131,1,131
N9193,0,0,0,0,0,0
N9610,0,0,0,0,0,0
N9766,0,0,0,0,0,0
N9899,0,0,0,0,0,0
O0033,0,0,0,0,0,0
O0518,0,0,0,0,0,0
O0543,0,0,0,0,0,0
O0555,0,0,0,0,0,0
O1005,0,0,0,0,0,0
O1032,0,0,0,0,0,0
O1973,0,1,0,61,1,61
O2017,0,0,0,0,0,0
O2361,0,0,0,0,0,0
O2575,0,0,0,0,0,0
O2589,0,0,0,0,0,0
O2621,0,0,0,0,0,0
O2966,0,1,0,332,1,332
O3808,0,0,0,0,0,0
O4374,0,1,0,303,1,303
O4909,0,0,0,0,0,0
O4963,0,1,0,80,1,80
O4994,0,0,0,0,0,0
O6638,0,1,0,84,1,84
O6769,0,0,0,0,0,0
O6804,0,0,0,0,0,0
O6821,0,0,0,0,0,0
N9462,0,0,0,0,0,0
N9890,0,0,0,0,0,0
O0759,0,0,0,0,0,0
O2587,0,0,0,0,0,0
O2872,0,0,0,0,0,0
O2887,0,0,0,0,0,0
O2889,1,0,231,0,1,231
O2908,0,0,0,0,0,0
O3068,1,0,263,0,1,263
O4122,0,1,0,170,1,170
O5082,0,0,0,0,0,0
O5246,0,0,0,0,0,0
O6349,0,0,0,0,0,0
O6502,1,0,276,0,1,276
O6726,0,0,0,0,0,0
O6767,0,0,0,0,0,0
O6959,0,0,0,0,0,0
N9472,0,0,0,0,0,0
O0180,0,0,0,0,0,0
O0537,0,0,0,0,0,0
O0561,0,0,0,0,0,0
O0578,0,0,0,0,0,0
O1050,0,0,0,0,0,0
O1538,1,0,137,0,1,137
O2865,0,0,0,0,0,0
O6273,0,1,0,232,1,232
O6402,0,0,0,0,0,0
O6406,0,1,0,76,1,76
O6788,0,0,0,0,0,0
O6794,0,0,0,0,0,0
O6810,0,0,0,0,0,0
O6889,0,0,0,0,0,0
N9933,0,0,0,0,0,0
O0278,0,0,0,0,0,0
O0521,0,0,0,0,0,0
O0628,0,0,0,0,0,0
O0685,0,1,0,82,1,82
O1255,0,0,0,0,0,0
O1678,0,0,0,0,0,0
O1993,0,0,0,0,0,0
O2351,0,0,0,0,0,0
O3681,0,0,0,0,0,0
O4511,0,1,0,277,1,277
O4600,0,0,0,0,0,0
O4638,0,0,0,0,0,0
O4660,1,0,151,0,1,151
O4676,0,1,0,202,1,202
O4685,0,0,0,0,0,0
O5062,0,0,0,0,0,0
O5667,0,0,0,0,0,0
O6101,0,1,0,207,1,207
O6390,0,0,0,0,0,0
O6735,0,0,0,0,0,0
O6772,0,0,0,0,0,0
O6796,0,0,0,0,0,0
O6815,0,0,0,0,0,0
N9000,0,0,0,0,0,0
O0320,0,0,0,0,0,0
O1609,0,0,0,0,0,0
O1725,0,0,0,0,0,0
O2139,1,0,94,0,1,94
O3783,0,0,0,0,0,0
O4199,0,0,0,0,0,0
O4358,0,0,0,0,0,0
O5971,1,0,368,0,1,368
O6203,0,0,0,0,0,0
O6348,0,0,0,0,0,0
O6465,0,1,0,584,1,584
O6509,1,1,74,256,1,330
O6592,0,0,0,0,0,0
O6645,0,0,0,0,0,0
O7003,0,0,0,0,0,0
N9233,1,0,147,0,1,147
N9836,0,0,0,0,0,0
N9845,0,0,0,0,0,0
O1048,0,0,0,0,0,0
O1628,0,0,0,0,0,0
O1650,0,0,0,0,0,0
O1924,0,0,0,0,0,0
O2134,0,0,0,0,0,0
O2383,0,0,0,0,0,0
O2830,0,0,0,0,0,0
O3345,0,0,0,0,0,0
O5101,0,0,0,0,0,0
O6219,0,0,0,0,0,0
O6640,0,0,0,0,0,0
O6719,0,0,0,0,0,0
O6870,0,0,0,0,0,0
O6890,0,0,0,0,0,0
O7262,0,1,0,63,1,63
N8965,0,0,0,0,0,0
N9362,0,1,0,120,1,120
O1328,0,0,0,0,0,0
O1624,0,0,0,0,0,0
O1801,1,0,288,0,1,288
O2051,1,0,381,0,1,381
O2638,0,0,0,0,0,0
O2722,0,0,0,0,0,0
O3287,0,0,0,0,0,0
O3406,0,0,0,0,0,0
O4081,0,0,0,0,0,0
O4295,0,1,0,169,1,169
O4359,0,0,0,0,0,0
O6479,1,0,739,0,1,739
O6806,0,0,0,0,0,0
O6869,0,0,0,0,0,0
N9416,0,1,0,63,1,63
N9852,0,0,0,0,0,0
O1089,0,1,0,145,1,145
O1615,0,0,0,0,0,0
O2282,0,0,0,0,0,0
O2593,1,1,197,1047,1,1244
O3272,0,0,0,0,0,0
O5706,0,0,0,0,0,0
O5722,0,0,0,0,0,0
O6151,0,0,0,0,0,0
O6528,0,0,0,0,0,0
O7000,1,0,224,0,1,224
N9257,0,1,0,127,1,127
N9292,0,0,0,0,0,0
N9433,0,0,0,0,0,0
N9573,0,0,0,0,0,0
N9707,1,0,33,0,1,33
O0577,0,0,0,0,0,0
O1104,0,1,0,322,1,322
O1921,0,0,0,0,0,0
O2040,0,1,0,198,1,198
O2732,0,0,0,0,0,0
O4087,0,1,0,106,1,106
O4543,0,0,0,0,0,0
O6200,0,0,0,0,0,0
O6266,0,1,0,82,1,82
N9853,0,0,0,0,0,0
N9865,0,0,0,0,0,0
N9898,0,0,0,0,0,0
O0551,0,0,0,0,0,0
O0783,0,1,0,246,1,246
O0976,0,1,0,229,1,229
O1138,0,0,0,0,0,0
O1369,0,0,0,0,0,0
O1584,0,1,0,391,1,391
O1782,1,0,217,0,1,217
O2967,0,1,0,203,1,203
O3801,0,0,0,0,0,0
O3830,1,0,218,0,1,218
O4366,0,0,0,0,0,0
O4860,0,0,0,0,0,0
O4929,0,0,0,0,0,0
O6050,0,0,0,0,0,0
O6218,0,0,0,0,0,0
O6356,0,0,0,0,0,0
O6852,0,0,0,0,0,0
O7050,1,0,186,0,1,186
N9314,0,0,0,0,0,0
O1978,0,0,0,0,0,0
O2709,0,0,0,0,0,0
O4789,1,0,240,0,1,240
O5810,0,0,0,0,0,0
O6850,0,0,0,0,0,0
O6941,0,0,0,0,0,0
N9439,0,1,0,90,1,90
N9604,0,0,0,0,0,0
O0571,0,0,0,0,0,0
O1727,0,0,0,0,0,0
O1909,0,0,0,0,0,0
O2116,1,0,40,0,1,40
O2121,0,0,0,0,0,0
O3448,0,0,0,0,0,0
O4455,0,1,0,359,1,359
O4732,1,0,156,0,1,156
O4748,0,0,0,0,0,0
O4824,1,0,135,0,1,135
O4999,0,0,0,0,0,0
O6417,0,0,0,0,0,0
O7045,0,1,0,58,1,58
N9786,1,0,143,0,1,143
N9896,0,0,0,0,0,0
O1756,1,0,64,0,1,64
O2044,0,0,0,0,0,0
O2766,1,0,636,0,1,636
O5703,0,0,0,0,0,0
O5945,1,0,217,0,1,217
O6033,0,1,0,177,1,177
O6158,0,0,0,0,0,0
O6325,1,0,222,0,1,222
N8707,1,0,64,0,1,64
N9231,1,0,339,0,1,339
N9704,0,1,0,156,1,156
O0552,0,0,0,0,0,0
O0682,1,0,198,0,1,198
O0765,0,1,0,528,1,528
O0946,0,0,0,0,0,0
O1426,0,0,0,0,0,0
O1608,1,0,77,0,1,77
O1868,0,0,0,0,0,0
O2581,0,0,0,0,0,0
O2655,0,0,0,0,0,0
O4639,1,0,487,0,1,487
N9275,0,0,0,0,0,0
N9315,0,0,0,0,0,0
O1734,1,0,138,0,1,138
O2043,0,0,0,0,0,0
O2344,0,0,0,0,0,0
O4363,0,0,0,0,0,0
O6576,0,0,0,0,0,0
O7148,0,1,0,56,1,56
N9638,0,0,0,0,0,0
O0227,0,1,0,79,1,79
O0748,0,1,0,307,1,307
O1001,0,0,0,0,0,0
O2058,1,0,70,0,1,70
O2061,0,0,0,0,0,0
O2669,0,0,0,0,0,0
O3381,1,0,59,0,1,59
O3811,0,0,0,0,0,0
O4657,0,0,0,0,0,0
O1116,1,1,121,222,1,343
O1433,0,0,0,0,0,0
O1654,0,0,0,0,0,0
O3274,0,0,0,0,0,0
O4200,1,0,598,0,1,598
O4387,0,0,0,0,0,0
O4625,0,0,0,0,0,0
O4931,0,0,0,0,0,0
O5675,0,0,0,0,0,0
O5919,0,0,0,0,0,0
O6045,0,0,0,0,0,0
O6410,0,1,0,252,1,252
O6437,0,0,0,0,0,0
O6831,0,0,0,0,0,0
N9596,0,0,0,0,0,0
O0092,1,0,309,0,1,309
O0365,0,1,0,257,1,257
O1460,0,1,0,317,1,317
O1753,0,1,0,97,1,97
O2187,1,0,157,0,1,157
O2800,0,0,0,0,0,0
O2890,1,0,113,0,1,113
O3412,0,1,0,299,1,299
O3815,0,0,0,0,0,0
O4176,0,1,0,222,1,222
O6299,0,0,0,0,0,0
O6839,0,0,0,0,0,0
O0914,1,0,127,0,1,127
O1643,0,0,0,0,0,0
O2577,0,0,0,0,0,0
O3588,0,0,0,0,0,0
O3791,0,0,0,0,0,0
O4439,0,0,0,0,0,0
O5005,1,0,167,0,1,167
O5272,0,0,0,0,0,0
O5647,0,1,0,208,1,208
O5958,1,0,501,0,1,501
O6381,0,0,0,0,0,0
O6774,0,0,0,0,0,0
N9001,0,0,0,0,0,0
N9816,0,0,0,0,0,0
O0146,0,1,0,743,1,743
O0647,0,0,0,0,0,0
O0865,0,1,0,558,1,558
O3797,0,0,0,0,0,0
O5902,0,0,0,0,0,0
O6838,0,0,0,0,0,0
O6992,0,1,0,396,1,396
O7104,1,0,22,0,1,22
N8891,1,0,491,0,1,491
O0514,0,0,0,0,0,0
O2141,0,0,0,0,0,0
O3189,0,1,0,224,1,224
O5039,0,0,0,0,0,0
O5382,0,0,0,0,0,0
O6355,0,0,0,0,0,0
O6785,0,0,0,0,0,0
N8944,0,0,0,0,0,0
O0367,0,1,0,228,1,228
O0587,0,0,0,0,0,0
O1125,1,0,123,0,1,123
O1243,0,0,0,0,0,0
O1272,0,0,0,0,0,0
O2127,0,0,0,0,0,0
O2913,0,0,0,0,0,0
O5775,0,1,0,120,1,120
O6721,0,0,0,0,0,0
O7123,1,0,119,0,1,119
O7280,0,1,0,712,1,712
N8986,0,0,0,0,0,0
O0066,0,0,0,0,0,0
O0825,0,0,0,0,0,0
O0872,0,0,0,0,0,0
O1227,0,0,0,0,0,0
O1629,0,0,0,0,0,0
O1647,0,0,0,0,0,0
O2364,0,0,0,0,0,0
O3380,0,1,0,164,1,164
O6956,0,1,0,108,1,108
O6962,0,0,0,0,0,0
N8887,0,0,0,0,0,0
N8960,0,0,0,0,0,0
N9837,0,0,0,0,0,0
O3420,0,1,0,224,1,224
O5886,0,0,0,0,0,0
O6605,0,0,0,0,0,0
O4919,1,0,96,0,1,96
O6115,0,1,0,236,1,236
N9668,0,1,0,72,1,72
O0496,0,0,0,0,0,0
O0969,0,0,0,0,0,0
O1994,0,0,0,0,0,0
O3591,0,0,0,0,0,0
O4183,1,0,99,0,1,99
O6559,0,0,0,0,0,0
O6750,0,0,0,0,0,0
O6791,0,0,0,0,0,0
N8823,1,0,176,0,1,176
O0479,0,0,0,0,0,0
O0837,0,0,0,0,0,0
O2846,0,0,0,0,0,0
O3566,0,1,0,72,1,72
O4545,0,0,0,0,0,0
O4679,0,0,0,0,0,0
O5931,0,1,0,172,1,172
O6643,0,0,0,0,0,0
N9867,0,1,0,178,1,178
O0279,0,0,0,0,0,0
O0881,0,0,0,0,0,0
O1600,0,0,0,0,0,0
O2231,1,0,92,0,1,92
O2299,0,0,0,0,0,0
O5700,0,0,0,0,0,0
O6595,0,0,0,0,0,0
O6698,0,0,0,0,0,0
O6840,0,0,0,0,0,0
O6914,0,0,0,0,0,0
N9708,1,1,56,78,1,134
N9814,0,0,0,0,0,0
O0550,0,0,0,0,0,0
O0597,0,0,0,0,0,0
O1692,1,1,138,116,1,254
O1795,1,0,142,0,1,142
O1972,0,0,0,0,0,0
O2136,1,0,63,0,1,63
O4754,1,0,714,0,1,714
O5143,0,0,0,0,0,0
O6551,0,0,0,0,0,0
O6854,0,0,0,0,0,0
N9058,0,0,0,0,0,0
O2088,0,0,0,0,0,0
O2629,0,0,0,0,0,0
O3109,0,0,0,0,0,0
O6043,0,0,0,0,0,0
O1263,0,0,0,0,0,0
O1388,0,0,0,0,0,0
O1527,0,1,0,301,1,301
O1669,0,0,0,0,0,0
O3424,0,0,0,0,0,0
O3784,0,0,0,0,0,0
O6549,0,0,0,0,0,0
O6980,0,0,0,0,0,0
N8910,0,0,0,0,0,0
N8984,0,0,0,0,0,0
O1441,0,0,0,0,0,0
O3467,1,0,305,0,1,305
O5800,0,0,0,0,0,0
O6435,0,0,0,0,0,0
O0273,0,0,0,0,0,0
O0758,0,1,0,108,1,108
O1838,0,1,0,156,1,156
O2041,0,0,0,0,0,0
O2195,0,0,0,0,0,0
O4364,0,0,0,0,0,0
O4764,1,0,476,0,1,476
O6820,0,0,0,0,0,0
O6937,0,0,0,0,0,0
N9595,0,0,0,0,0,0
O3322,0,0,0,0,0,0
O3635,0,0,0,0,0,0
O6991,1,0,87,0,1,87
O0114,0,1,0,866,1,866
O2133,0,0,0,0,0,0
O4801,1,0,296,0,1,296
O4984,1,0,70,0,1,70
O6280,0,1,0,130,1,130
O6708,0,0,0,0,0,0
O6996,0,1,0,116,1,116
O0267,0,0,0,0,0,0
O0586,0,0,0,0,0,0
O1269,0,0,0,0,0,0
O6995,0,1,0,41,1,41
N9878,0,0,0,0,0,0
O0382,0,0,0,0,0,0
O1279,0,0,0,0,0,0
O3105,0,1,0,66,1,66
O3629,0,1,0,269,1,269
O0159,0,0,0,0,0,0
O1946,0,0,0,0,0,0
O6596,0,0,0,0,0,0
O6999,1,0,169,0,1,169
N8900,0,0,0,0,0,0
N8945,0,0,0,0,0,0
O1420,0,0,0,0,0,0
O1438,0,0,0,0,0,0
O3315,0,1,0,99,1,99
O3351,0,0,0,0,0,0
O3625,0,0,0,0,0,0
O6554,0,0,0,0,0,0
O6793,0,0,0,0,0,0
O7146,1,0,109,0,1,109
N8731,1,0,699,0,1,699
O0830,0,0,0,0,0,0
O1799,0,1,0,171,1,171
O1812,0,1,0,262,1,262
O7092,0,1,0,97,1,97
O3027,0,0,0,0,0,0
O4730,0,0,0,0,0,0
O6208,0,0,0,0,0,0
N9509,0,0,0,0,0,0
N9737,0,0,0,0,0,0
N9828,0,0,0,0,0,0
O0878,1,0,62,0,1,62
O4030,1,0,112,0,1,112
O6346,0,0,0,0,0,0
O0421,0,1,0,367,1,367
O2574,0,0,0,0,0,0
N9397,0,0,0,0,0,0
N9702,0,1,0,213,1,213
O4534,0,0,0,0,0,0
O5767,0,0,0,0,0,0
O6812,0,0,0,0,0,0
O4347,0,0,0,0,0,0
O6520,0,0,0,0,0,0
O6841,0,0,0,0,0,0
N8935,0,0,0,0,0,0
O6655,0,0,0,0,0,0
N8783,0,1,0,57,1,57
O7021,0,0,0,0,0,0
O7047,1,0,164,0,1,164
O6557,0,0,0,0,0,0
N8972,0,0,0,0,0,0
O2767,1,0,205,0,1,205
O3361,0,1,0,320,1,320
O4582,0,0,0,0,0,0
O5770,1,0,305,0,1,305
N8964,0,0,0,0,0,0
O4803,0,1,0,356,1,356
O5927,0,0,0,0,0,0
O6374,0,0,0,0,0,0
N9142,0,1,0,531,1,531
N9254,0,1,0,394,1,394
O1339,0,0,0,0,0,0
O1635,0,0,0,0,0,0
O6552,0,0,0,0,0,0
O1340,0,0,0,0,0,0
O4063,0,0,0,0,0,0
O6379,0,0,0,0,0,0
O6742,0,0,0,0,0,0
O1471,0,1,0,370,1,370
O5522,0,1,0,322,1,322
O5754,0,0,0,0,0,0
O6053,0,0,0,0,0,0
O6562,0,0,0,0,0,0
N9339,0,1,0,332,1,332
O0517,0,0,0,0,0,0
O3517,0,1,0,88,1,88
O5674,0,0,0,0,0,0
N8886,0,0,0,0,0,0
O5033,0,0,0,0,0,0
O6529,0,0,0,0,0,0
O4877,1,0,490,0,1,490
O2059,0,1,0,16,1,16
O1282,0,0,0,0,0,0
N9188,0,0,0,0,0,0
O1874,0,1,0,81,1,81
O2302,0,0,0,0,0,0
O5662,0,0,0,0,0,0
O6199,0,0,0,0,0,0
O4480,0,1,0,73,1,73
O6380,0,0,0,0,0,0
O5092,0,0,0,0,0,0
O6651,0,0,0,0,0,0
O1954,0,0,0,0,0,0
O6538,0,0,0,0,0,0
O6375,0,0,0,0,0,0
O6686,0,0,0,0,0,0
O1016,0,0,0,0,0,0
O6252,0,0,0,0,0,0
O1948,0,0,0,0,0,0
O5479,0,0,0,0,0,0
N9372,1,0,87,0,1,87
O6690,0,0,0,0,0,0
O3999,0,0,0,0,0,0
N8897,0,0,0,0,0,0
O4379,0,0,0,0,0,0
N9524,0,0,0,0,0,0
N9691,0,0,0,0,0,0
O0589,0,0,0,0,0,0
O5758,0,0,0,0,0,0
O4515,0,1,0,356,1,356
O6744,0,0,0,0,0,0
O4766,0,1,0,55,1,55
O6433,0,0,0,0,0,0
O3437,1,0,204,0,1,204
O4783,1,0,159,0,1,159
O3058,0,0,0,0,0,0
O3722,1,0,74,0,1,74
O6558,0,1,0,226,1,226
O7009,0,0,0,0,0,0
O2072,0,0,0,0,0,0
N8769,0,1,0,122,1,122
O5851,1,0,74,0,1,74
O7005,0,0,0,0,0,0
O6553,0,0,0,0,0,0
N9819,0,1,0,163,1,163
O3776,0,0,0,0,0,0
O6589,0,0,0,0,0,0
O3793,0,0,0,0,0,0
O6946,0,0,0,0,0,0
O5913,0,0,0,0,0,0
N8863,0,1,0,774,1,774
O6431,0,0,0,0,0,0
O6499,0,0,0,0,0,0
N8817,1,0,766,0,1,766
N9020,1,0,130,0,1,130
N9131,1,0,51,0,1,51
N9171,0,0,0,0,0,0
N9271,0,1,0,203,1,203
N9332,1,0,274,0,1,274
N9334,1,0,874,0,1,874
N9358,0,0,0,0,0,0
N9369,0,0,0,0,0,0
N9408,0,0,0,0,0,0
N9423,1,0,344,0,1,344
N9725,1,0,146,0,1,146
